config,day,n_trades,pnl_total,ev_per_trade,n_sniper_submitted,n_sniper_triggered,n_sniper_cancelled,n_sniper_expired,n_soft_stops,n_inversions,n_signals_emitted,n_fills,error
IMMEDIATE_BREADTH_OFF,2024-10-10,31,6.692468583334024,0.2158860833333556,0,0,0,0,11,14,14,31,
IMMEDIATE_BREADTH_OFF,2024-10-15,56,6.561401375000514,0.11716788169643776,0,0,0,0,14,15,22,56,
IMMEDIATE_BREADTH_OFF,2024-10-18,71,1.9317382916653212,0.027207581572751,0,0,0,0,18,23,25,71,
IMMEDIATE_BREADTH_OFF,2024-10-22,60,-0.15945087500055394,-0.002657514583342566,0,0,0,0,19,21,22,60,
IMMEDIATE_BREADTH_OFF,2024-11-13,46,7.5738502499997,0.16464891847825436,0,0,0,0,22,24,18,46,
IMMEDIATE_BREADTH_OFF,2024-11-28,76,4.764433000001797,0.06268990789476049,0,0,0,0,42,45,29,76,
IMMEDIATE_BREADTH_OFF,2024-12-02,69,7.166471749996769,0.10386190942024304,0,0,0,0,19,25,26,69,
IMMEDIATE_BREADTH_OFF,2025-01-03,59,4.051731499998065,0.06867341525420449,0,0,0,0,24,24,22,59,
IMMEDIATE_BREADTH_OFF,2025-01-08,30,3.9784618333321005,0.13261539444440335,0,0,0,0,7,9,12,30,
IMMEDIATE_BREADTH_OFF,2025-01-15,53,0.18194845833507606,0.0034329897799070955,0,0,0,0,15,15,21,53,
IMMEDIATE_BREADTH_OFF,2025-01-22,43,2.979308958332998,0.06928625484495345,0,0,0,0,14,15,17,43,
IMMEDIATE_BREADTH_OFF,2025-01-29,49,5.4380833333345135,0.11098129251703089,0,0,0,0,33,33,18,49,
IMMEDIATE_BREADTH_OFF,2025-01-31,57,3.441607083333717,0.06037907163743363,0,0,0,0,21,21,20,57,
IMMEDIATE_BREADTH_OFF,2025-02-21,34,5.869989750001727,0.17264675735299195,0,0,0,0,12,14,15,34,
IMMEDIATE_BREADTH_OFF,2025-03-11,41,5.720981583334833,0.13953613617889837,0,0,0,0,26,29,17,41,
IMMEDIATE_BREADTH_OFF,2025-03-19,51,4.883795833333201,0.09576070261437648,0,0,0,0,26,27,19,51,
IMMEDIATE_BREADTH_OFF,2025-03-26,46,8.363936583334333,0.18182470833335507,0,0,0,0,12,18,18,46,
IMMEDIATE_BREADTH_OFF,2025-03-31,64,-6.536038999998406,-0.1021256093749751,0,0,0,0,27,27,23,64,
IMMEDIATE_BREADTH_OFF,2025-04-10,83,16.838734666666216,0.20287632128513514,0,0,0,0,40,44,32,83,
IMMEDIATE_BREADTH_OFF,2025-05-09,71,43.871489583335006,0.6179083039906339,0,0,0,0,27,27,28,71,
IMMEDIATE_BREADTH_OFF,2025-05-13,56,5.667945833332396,0.10121331845236423,0,0,0,0,24,24,21,56,
IMMEDIATE_BREADTH_OFF,2025-05-30,57,9.803556125000645,0.17199221271930956,0,0,0,0,21,21,22,57,
IMMEDIATE_BREADTH_OFF,2025-06-18,52,-1.0438658749994831,-0.02007434374999006,0,0,0,0,15,15,20,52,
IMMEDIATE_BREADTH_OFF,2025-06-30,75,16.118228637502398,0.21490971516669863,0,0,0,0,22,24,29,75,
IMMEDIATE_BREADTH_OFF,2025-07-08,73,8.594255691667817,0.1177295300228468,0,0,0,0,29,30,26,73,
IMMEDIATE_BREADTH_OFF,2025-07-11,52,3.217777583334131,0.061880338141040984,0,0,0,0,20,24,22,52,
IMMEDIATE_BREADTH_OFF,2025-07-31,57,4.224757333335522,0.07411854970764074,0,0,0,0,27,27,22,57,
IMMEDIATE_BREADTH_OFF,2025-08-11,61,2.995271374999448,0.04910280942622046,0,0,0,0,23,24,24,61,
IMMEDIATE_BREADTH_OFF,2025-09-22,74,7.712858204166121,0.10422781356981245,0,0,0,0,14,15,30,74,
IMMEDIATE_BREADTH_OFF,2025-10-16,109,8.273941749991538,0.07590772247698659,0,0,0,0,38,44,41,109,
IMMEDIATE_BREADTH_OFF,2025-10-20,91,21.88659795832488,0.2405120654760976,0,0,0,0,44,51,36,91,
IMMEDIATE_BREADTH_OFF,2025-10-28,92,34.648756958336286,0.376616923460177,0,0,0,0,37,44,35,92,
IMMEDIATE_BREADTH_OFF,2025-11-06,66,7.7735167500004545,0.1177805568181887,0,0,0,0,24,24,24,66,
IMMEDIATE_BREADTH_OFF,2025-11-11,60,15.736993416660882,0.2622832236110147,0,0,0,0,27,27,27,60,
IMMEDIATE_BREADTH_OFF,2025-11-13,69,26.564302624999982,0.3849898931159418,0,0,0,0,16,18,26,69,
IMMEDIATE_BREADTH_OFF,2025-12-26,72,-6.386463666674899,-0.0887008842593736,0,0,0,0,24,24,25,72,
IMMEDIATE_BREADTH_OFF,2026-01-07,63,19.999277124995086,0.3174488432538902,0,0,0,0,32,33,24,63,
IMMEDIATE_BREADTH_OFF,2026-01-08,69,6.582091416659751,0.09539262922695292,0,0,0,0,32,33,27,69,
IMMEDIATE_BREADTH_OFF,2026-01-16,34,18.43500966666367,0.5422061666665785,0,0,0,0,14,15,14,34,
IMMEDIATE_BREADTH_OFF,2026-01-22,114,88.14987924999878,0.7732445548245507,0,0,0,0,53,56,47,114,
IMMEDIATE_BREADTH_OFF,2026-01-26,39,50.06803933333049,1.2837958803418075,0,0,0,0,15,18,15,39,
IMMEDIATE_BREADTH_OFF,2026-02-02,95,380.9723204958427,4.010234952587818,0,0,0,0,44,45,35,95,
IMMEDIATE_BREADTH_OFF,2026-02-18,88,49.33981591666968,0.5606797263257918,0,0,0,0,18,18,36,88,
IMMEDIATE_BREADTH_OFF,2026-02-19,64,-7.700487708340308,-0.12032012044281731,0,0,0,0,26,27,23,64,
IMMEDIATE_BREADTH_OFF,2026-03-12,109,40.95420145832911,0.3757266188837533,0,0,0,0,44,49,41,109,
IMMEDIATE_BREADTH_OFF,2026-03-17,46,2.121119124994948,0.04611128532597713,0,0,0,0,6,6,17,46,
IMMEDIATE_BREADTH_OFF,2026-03-18,110,60.092448608334664,0.5462949873484969,0,0,0,0,44,45,42,110,
IMMEDIATE_BREADTH_OFF,2026-03-30,76,21.68166666665669,0.28528508771916694,0,0,0,0,35,36,27,76,
IMMEDIATE_BREADTH_OFF,2026-04-01,83,38.61864974999571,0.4652849367469363,0,0,0,0,33,33,30,83,
IMMEDIATE_BREADTH_OFF,2026-04-08,83,20.137196499987112,0.24261682530104955,0,0,0,0,44,45,33,83,
IMMEDIATE_BREADTH_OFF,2026-04-14,86,39.56535162499131,0.46006222819757336,0,0,0,0,29,30,31,86,
IMMEDIATE_BREADTH_OFF,2026-04-29,80,61.25247349999336,0.765655918749917,0,0,0,0,21,24,35,80,
IMMEDIATE_BREADTH_OFF,2026-05-07,71,23.1010041666544,0.3253662558683718,0,0,0,0,30,32,26,71,
IMMEDIATE_BREADTH_OFF,2026-05-29,93,40.616702999989386,0.4367387419353697,0,0,0,0,22,24,37,93,
IMMEDIATE_BREADTH_OFF,2026-06-01,86,18.457847512500546,0.21462613386628543,0,0,0,0,34,38,32,86,
IMMEDIATE_BREADTH_OFF,2026-06-11,65,10.663267958328865,0.16405027628198254,0,0,0,0,29,30,23,65,
IMMEDIATE_BREADTH_OFF,2026-06-30,69,39.72733333333402,0.5757584541062902,0,0,0,0,21,21,27,69,
IMMEDIATE_BREADTH_OFF,2026-07-02,65,10.393195833328113,0.1598953205127402,0,0,0,0,34,36,27,65,
IMMEDIATE_BREADTH_OFF,2026-07-03,59,29.58793749999465,0.5014904661016042,0,0,0,0,16,20,23,59,
IMMEDIATE_BREADTH_OFF,2026-07-06,61,11.325716666659902,0.18566748633868693,0,0,0,0,28,30,24,61,
IMMEDIATE_BREADTH_OFF,2026-07-13,90,28.3201583333345,0.3146684259259389,0,0,0,0,36,36,34,90,
IMMEDIATE_BREADTH_ON,2024-01-02,23,0.5576431944121699,0.024245356278789997,0,0,0,0,9,9,11,23,
IMMEDIATE_BREADTH_ON,2024-01-22,42,-0.4553971085817921,-0.010842788299566478,0,0,0,0,13,15,14,42,
IMMEDIATE_BREADTH_ON,2024-01-23,16,1.4594353988034072,0.09121471242521295,0,0,0,0,2,5,8,16,
IMMEDIATE_BREADTH_ON,2024-01-24,44,-1.7136268597972353,-0.03894606499539171,0,0,0,0,18,18,17,44,
IMMEDIATE_BREADTH_ON,2024-02-05,63,0.30761160499446305,0.004882723888801001,0,0,0,0,19,21,24,63,
IMMEDIATE_BREADTH_ON,2024-02-06,28,-0.28918883313228133,-0.01032817261186719,0,0,0,0,11,15,10,28,
IMMEDIATE_BREADTH_ON,2024-02-14,25,0.36780894263650526,0.01471235770546021,0,0,0,0,9,12,11,25,
IMMEDIATE_BREADTH_ON,2024-02-20,37,-0.6680958456693135,-0.01805664447754901,0,0,0,0,18,18,13,37,
IMMEDIATE_BREADTH_ON,2024-03-05,46,-1.3163665977167511,-0.02861666516775546,0,0,0,0,12,12,18,46,
IMMEDIATE_BREADTH_ON,2024-03-08,60,-1.3078387913775866,-0.021797313189626445,0,0,0,0,24,27,23,60,
IMMEDIATE_BREADTH_ON,2024-04-04,27,-0.10534708303354512,-0.0039017438160572266,0,0,0,0,3,3,11,27,
IMMEDIATE_BREADTH_ON,2024-04-26,50,-2.0482107258365736,-0.04096421451673147,0,0,0,0,17,18,19,50,
IMMEDIATE_BREADTH_ON,2024-04-29,48,-0.9559147631977492,-0.019914890899953106,0,0,0,0,20,23,18,48,
IMMEDIATE_BREADTH_ON,2024-05-02,77,-0.9300104833311404,-0.012078058225079746,0,0,0,0,19,23,29,77,
IMMEDIATE_BREADTH_ON,2024-05-06,57,-1.2835706678171543,-0.02251878364591499,0,0,0,0,15,15,21,57,
IMMEDIATE_BREADTH_ON,2024-05-09,81,-1.1949353297618472,-0.0147522880217512,0,0,0,0,20,24,31,81,
IMMEDIATE_BREADTH_ON,2024-05-15,39,-0.138512691455162,-0.0035516074732092826,0,0,0,0,5,8,16,39,
IMMEDIATE_BREADTH_ON,2024-05-22,76,-2.0709532407042084,-0.027249384746108007,0,0,0,0,18,21,27,76,
IMMEDIATE_BREADTH_ON,2024-05-31,53,-1.6847072673852685,-0.031786929573306956,0,0,0,0,10,12,21,53,
IMMEDIATE_BREADTH_ON,2024-06-05,47,-1.7326022274081274,-0.036863877178896325,0,0,0,0,19,24,16,47,
IMMEDIATE_BREADTH_ON,2024-06-07,104,-3.142087872417202,-0.030212383388626942,0,0,0,0,36,39,42,104,
IMMEDIATE_BREADTH_ON,2024-06-12,68,-1.8914684346709691,-0.027815712274573075,0,0,0,0,15,15,26,68,
IMMEDIATE_BREADTH_ON,2024-06-13,49,-2.4444031013769445,-0.04988577757912132,0,0,0,0,15,17,18,49,
IMMEDIATE_BREADTH_ON,2024-06-14,64,-1.1914019031884588,-0.01861565473731967,0,0,0,0,20,21,25,64,
IMMEDIATE_BREADTH_ON,2024-06-19,14,-0.210549065527933,-0.015039218966280929,0,0,0,0,3,3,5,14,
IMMEDIATE_BREADTH_ON,2024-07-04,30,-0.5251920935814571,-0.017506403119381904,0,0,0,0,13,15,11,30,
IMMEDIATE_BREADTH_ON,2024-07-08,77,-0.474575131514636,-0.0061633133962939735,0,0,0,0,23,27,30,77,
IMMEDIATE_BREADTH_ON,2024-07-12,63,-1.3836859789901914,-0.021963269507780814,0,0,0,0,18,18,24,63,
IMMEDIATE_BREADTH_ON,2024-07-17,51,-1.8432400931777315,-0.03614196261132807,0,0,0,0,24,25,20,51,
IMMEDIATE_BREADTH_ON,2024-07-22,51,0.27732443128221956,0.005437733946710188,0,0,0,0,13,15,20,51,
IMMEDIATE_BREADTH_ON,2024-07-30,49,-0.7180883396313221,-0.014654864074108615,0,0,0,0,9,12,19,49,
IMMEDIATE_BREADTH_ON,2024-08-01,45,-1.5302456947344276,-0.03400545988298728,0,0,0,0,17,21,17,45,
IMMEDIATE_BREADTH_ON,2024-08-05,108,-2.243734994329922,-0.020775324021573352,0,0,0,0,30,36,43,108,
IMMEDIATE_BREADTH_ON,2024-08-21,35,-0.1783072574929367,-0.005094493071226763,0,0,0,0,10,14,15,35,
IMMEDIATE_BREADTH_ON,2024-08-28,51,-0.77490736998728,-0.015194262156613333,0,0,0,0,21,21,20,51,
IMMEDIATE_BREADTH_ON,2024-09-24,52,0.3723672346676117,0.007160908358992532,0,0,0,0,22,24,23,52,
IMMEDIATE_BREADTH_ON,2024-09-30,88,-1.4003111352673538,-0.01591262653712902,0,0,0,0,34,39,34,88,
IMMEDIATE_BREADTH_ON,2024-10-01,59,-1.5006583101053368,-0.025434886611954862,0,0,0,0,18,20,24,59,
IMMEDIATE_BREADTH_ON,2024-10-04,52,-1.66316774558436,-0.03198399510739154,0,0,0,0,9,9,20,52,
IMMEDIATE_BREADTH_ON,2024-10-10,31,0.48870723215350154,0.0157647494243065,0,0,0,0,11,14,14,31,
IMMEDIATE_BREADTH_ON,2024-10-15,56,-1.2651342934765732,-0.022591683812081664,0,0,0,0,14,15,22,56,
IMMEDIATE_BREADTH_ON,2024-10-18,71,-1.2097833070080621,-0.017039201507155804,0,0,0,0,17,23,25,71,
IMMEDIATE_BREADTH_ON,2024-10-22,60,-1.9803925187651052,-0.03300654197941842,0,0,0,0,19,21,22,60,
IMMEDIATE_BREADTH_ON,2024-11-13,46,-1.8633567452692053,-0.040507755331939246,0,0,0,0,22,24,18,46,
IMMEDIATE_BREADTH_ON,2024-11-28,76,-2.003683608621183,-0.02636425800817346,0,0,0,0,42,45,29,76,
IMMEDIATE_BREADTH_ON,2024-12-02,69,-1.1593130709029538,-0.01680163870873846,0,0,0,0,18,25,26,69,
IMMEDIATE_BREADTH_ON,2025-01-03,59,-1.6093046751401139,-0.027276350426103626,0,0,0,0,24,24,22,59,
IMMEDIATE_BREADTH_ON,2025-01-08,30,0.11065440451723893,0.003688480150574631,0,0,0,0,7,9,12,30,
IMMEDIATE_BREADTH_ON,2025-01-15,53,-1.9100908490521156,-0.03603944998211539,0,0,0,0,15,15,21,53,
IMMEDIATE_BREADTH_ON,2025-01-22,43,-0.22803130622863438,-0.005303053633224055,0,0,0,0,13,15,17,43,
IMMEDIATE_BREADTH_ON,2025-01-29,49,-3.1579381830996076,-0.06444771802244097,0,0,0,0,33,33,18,49,
IMMEDIATE_BREADTH_ON,2025-01-31,57,-1.88638866169246,-0.033094537924429124,0,0,0,0,21,21,20,57,
IMMEDIATE_BREADTH_ON,2025-02-21,34,0.5048376636386821,0.014848166577608297,0,0,0,0,12,14,15,34,
IMMEDIATE_BREADTH_ON,2025-03-11,41,0.14684586898359445,0.0035816065605754743,0,0,0,0,26,29,17,41,
IMMEDIATE_BREADTH_ON,2025-03-19,51,-0.4437220830664046,-0.008700433001302051,0,0,0,0,24,27,19,51,
IMMEDIATE_BREADTH_ON,2025-03-26,46,-0.14678367051707625,-0.003190949359066875,0,0,0,0,12,18,18,46,
IMMEDIATE_BREADTH_ON,2025-03-31,64,-3.0542168614859597,-0.04772213846071812,0,0,0,0,27,27,23,64,
IMMEDIATE_BREADTH_ON,2025-04-10,83,-6.538354673084086,-0.07877535750703718,0,0,0,0,39,44,32,83,
IMMEDIATE_BREADTH_ON,2025-05-09,71,-2.690387635318378,-0.03789278359603349,0,0,0,0,25,27,28,71,
IMMEDIATE_BREADTH_ON,2025-05-13,56,-4.111637899608165,-0.0734221053501458,0,0,0,0,24,24,21,56,
IMMEDIATE_BREADTH_ON,2025-05-30,57,-2.7980234390151963,-0.049088130509038534,0,0,0,0,20,21,22,57,
IMMEDIATE_BREADTH_ON,2025-06-18,52,-3.164670484708192,-0.06085904778284985,0,0,0,0,15,15,20,52,
IMMEDIATE_BREADTH_ON,2025-06-30,75,-1.1111914086782237,-0.014815885449042982,0,0,0,0,21,24,29,75,
IMMEDIATE_BREADTH_ON,2025-07-08,73,-2.174611299549876,-0.029789195884244876,0,0,0,0,29,30,26,73,
IMMEDIATE_BREADTH_ON,2025-07-11,52,0.14339378932163527,0.002757572871569909,0,0,0,0,20,24,22,52,
IMMEDIATE_BREADTH_ON,2025-07-31,57,-1.557351816761487,-0.02732196169756995,0,0,0,0,27,27,22,57,
IMMEDIATE_BREADTH_ON,2025-08-11,61,-3.094743386782284,-0.050733498143971864,0,0,0,0,23,24,24,61,
IMMEDIATE_BREADTH_ON,2025-09-22,74,0.8157394826062048,0.01102350652170547,0,0,0,0,12,15,30,74,
IMMEDIATE_BREADTH_ON,2025-10-16,109,-8.525440636344987,-0.07821505170958704,0,0,0,0,37,44,41,109,
IMMEDIATE_BREADTH_ON,2025-10-20,91,-4.401057617003365,-0.04836327051652049,0,0,0,0,43,51,36,91,
IMMEDIATE_BREADTH_ON,2025-10-28,92,-6.74590188934235,-0.07332502053632989,0,0,0,0,34,44,35,92,
IMMEDIATE_BREADTH_ON,2025-11-06,66,-3.5245961642804104,-0.05340297218606682,0,0,0,0,23,24,24,66,
IMMEDIATE_BREADTH_ON,2025-11-11,60,-0.4166461105111616,-0.006944101841852694,0,0,0,0,27,27,27,60,
IMMEDIATE_BREADTH_ON,2025-11-13,69,-4.404907242077873,-0.06383923539243294,0,0,0,0,16,18,26,69,
IMMEDIATE_BREADTH_ON,2025-12-26,72,-4.526300461194296,-0.06286528418325411,0,0,0,0,23,24,25,72,
IMMEDIATE_BREADTH_ON,2026-01-07,63,-2.61133426017265,-0.041449750161470636,0,0,0,0,29,33,24,63,
IMMEDIATE_BREADTH_ON,2026-01-08,69,-5.4600330540151845,-0.07913091382630702,0,0,0,0,31,33,27,69,
IMMEDIATE_BREADTH_ON,2026-01-16,34,-6.091153870283961,-0.1791515844201165,0,0,0,0,14,15,14,34,
IMMEDIATE_BREADTH_ON,2026-01-22,114,-8.281296183478238,-0.07264294897787928,0,0,0,0,52,56,47,114,
IMMEDIATE_BREADTH_ON,2026-01-26,39,-4.516076005704539,-0.11579682065909075,0,0,0,0,15,18,15,39,
IMMEDIATE_BREADTH_ON,2026-02-02,95,-31.6780126150364,-0.3334527643688042,0,0,0,0,40,45,35,95,
IMMEDIATE_BREADTH_ON,2026-02-18,88,-3.7861899753179387,-0.043024886083158395,0,0,0,0,18,18,36,88,
IMMEDIATE_BREADTH_ON,2026-02-19,64,-5.025096935408025,-0.0785171396157504,0,0,0,0,25,27,23,64,
IMMEDIATE_BREADTH_ON,2026-03-12,109,-7.797385243095354,-0.07153564443206746,0,0,0,0,41,49,41,109,
IMMEDIATE_BREADTH_ON,2026-03-17,46,-2.1412249818640703,-0.04654836917095805,0,0,0,0,6,6,17,46,
IMMEDIATE_BREADTH_ON,2026-03-18,110,-7.1768020389696785,-0.06524365489972435,0,0,0,0,43,45,42,110,
IMMEDIATE_BREADTH_ON,2026-03-30,76,-11.99052846723771,-0.15777011141102248,0,0,0,0,34,36,27,76,
IMMEDIATE_BREADTH_ON,2026-04-01,83,-11.078767707275196,-0.1334791290033156,0,0,0,0,32,33,30,83,
IMMEDIATE_BREADTH_ON,2026-04-08,83,-9.970035477619604,-0.12012090936891089,0,0,0,0,43,45,33,83,
IMMEDIATE_BREADTH_ON,2026-04-14,86,-6.0543923931118115,-0.07039991154781176,0,0,0,0,27,30,31,86,
IMMEDIATE_BREADTH_ON,2026-04-29,80,-0.20397156822703733,-0.0025496446028379664,0,0,0,0,19,24,35,80,
IMMEDIATE_BREADTH_ON,2026-05-07,71,-6.083236455603583,-0.08567938669864202,0,0,0,0,29,32,26,71,
IMMEDIATE_BREADTH_ON,2026-05-29,93,-4.674705941317673,-0.05026565528298573,0,0,0,0,21,24,37,93,
IMMEDIATE_BREADTH_ON,2026-06-01,86,-4.813504976661534,-0.05597098810071551,0,0,0,0,33,38,32,86,
IMMEDIATE_BREADTH_ON,2026-06-11,65,-5.807867152083267,-0.08935180233974256,0,0,0,0,27,30,23,65,
IMMEDIATE_BREADTH_ON,2026-06-30,69,-1.3263679314924655,-0.01922272364481834,0,0,0,0,21,21,27,69,
IMMEDIATE_BREADTH_ON,2026-07-02,65,-2.2604188144890336,-0.034775674069062054,0,0,0,0,33,36,27,65,
IMMEDIATE_BREADTH_ON,2026-07-03,59,-2.6205609487612187,-0.0444162872671393,0,0,0,0,16,20,23,59,
IMMEDIATE_BREADTH_ON,2026-07-06,61,-1.1577886413660963,-0.018980141661739284,0,0,0,0,28,30,24,61,
IMMEDIATE_BREADTH_ON,2026-07-13,90,-7.709466941586925,-0.08566074379541028,0,0,0,0,36,36,34,90,
